sequence_id,visible_filename,thermal_filename,visible_exists,thermal_exists,notes
0685,DJI_20260602140544_0685_V.JPG,DJI_20260602140544_0685_T.JPG,yes,yes,
0686,DJI_20260602140545_0686_V.JPG,DJI_20260602140545_0686_T.JPG,yes,yes,
0687,DJI_20260602140546_0687_V.JPG,DJI_20260602140546_0687_T.JPG,yes,yes,
0688,DJI_20260602140546_0688_V.JPG,DJI_20260602140546_0688_T.JPG,yes,yes,
0689,DJI_20260602140547_0689_V.JPG,DJI_20260602140547_0689_T.JPG,yes,yes,
0690,DJI_20260602140548_0690_V.JPG,DJI_20260602140548_0690_T.JPG,yes,yes,
0691,DJI_20260602140548_0691_V.JPG,DJI_20260602140549_0691_T.JPG,yes,yes,
0692,DJI_20260602140549_0692_V.JPG,DJI_20260602140549_0692_T.JPG,yes,yes,
0693,DJI_20260602140550_0693_V.JPG,DJI_20260602140550_0693_T.JPG,yes,yes,
0694,DJI_20260602140550_0694_V.JPG,DJI_20260602140551_0694_T.JPG,yes,yes,
0695,DJI_20260602140551_0695_V.JPG,DJI_20260602140551_0695_T.JPG,yes,yes,
0696,DJI_20260602140552_0696_V.JPG,DJI_20260602140552_0696_T.JPG,yes,yes,
0697,DJI_20260602140553_0697_V.JPG,DJI_20260602140553_0697_T.JPG,yes,yes,
0698,DJI_20260602140553_0698_V.JPG,DJI_20260602140553_0698_T.JPG,yes,yes,
0699,DJI_20260602140554_0699_V.JPG,DJI_20260602140554_0699_T.JPG,yes,yes,
0700,DJI_20260602140555_0700_V.JPG,DJI_20260602140555_0700_T.JPG,yes,yes,
0701,DJI_20260602140555_0701_V.JPG,DJI_20260602140555_0701_T.JPG,yes,yes,
0702,DJI_20260602140556_0702_V.JPG,DJI_20260602140556_0702_T.JPG,yes,yes,
0703,DJI_20260602140557_0703_V.JPG,DJI_20260602140557_0703_T.JPG,yes,yes,
0704,DJI_20260602140557_0704_V.JPG,DJI_20260602140558_0704_T.JPG,yes,yes,
0705,DJI_20260602140558_0705_V.JPG,DJI_20260602140558_0705_T.JPG,yes,yes,
0706,DJI_20260602140559_0706_V.JPG,DJI_20260602140559_0706_T.JPG,yes,yes,
0707,DJI_20260602140600_0707_V.JPG,DJI_20260602140600_0707_T.JPG,yes,yes,
0708,DJI_20260602140600_0708_V.JPG,DJI_20260602140600_0708_T.JPG,yes,yes,
0709,DJI_20260602140601_0709_V.JPG,DJI_20260602140601_0709_T.JPG,yes,yes,
0710,DJI_20260602140602_0710_V.JPG,DJI_20260602140602_0710_T.JPG,yes,yes,
0711,DJI_20260602140602_0711_V.JPG,DJI_20260602140602_0711_T.JPG,yes,yes,
0712,DJI_20260602140603_0712_V.JPG,DJI_20260602140603_0712_T.JPG,yes,yes,
0713,DJI_20260602140604_0713_V.JPG,DJI_20260602140604_0713_T.JPG,yes,yes,
0714,DJI_20260602140604_0714_V.JPG,DJI_20260602140605_0714_T.JPG,yes,yes,
0715,DJI_20260602140605_0715_V.JPG,DJI_20260602140605_0715_T.JPG,yes,yes,
0716,DJI_20260602140606_0716_V.JPG,DJI_20260602140606_0716_T.JPG,yes,yes,
0717,DJI_20260602140607_0717_V.JPG,DJI_20260602140607_0717_T.JPG,yes,yes,
0718,DJI_20260602140607_0718_V.JPG,DJI_20260602140607_0718_T.JPG,yes,yes,
0719,DJI_20260602140608_0719_V.JPG,DJI_20260602140608_0719_T.JPG,yes,yes,
0720,DJI_20260602140609_0720_V.JPG,DJI_20260602140609_0720_T.JPG,yes,yes,
0721,DJI_20260602140609_0721_V.JPG,DJI_20260602140610_0721_T.JPG,yes,yes,
0722,DJI_20260602140610_0722_V.JPG,DJI_20260602140610_0722_T.JPG,yes,yes,
0723,DJI_20260602140611_0723_V.JPG,DJI_20260602140611_0723_T.JPG,yes,yes,
0724,DJI_20260602140611_0724_V.JPG,DJI_20260602140612_0724_T.JPG,yes,yes,
0725,DJI_20260602140612_0725_V.JPG,DJI_20260602140612_0725_T.JPG,yes,yes,
0726,DJI_20260602140613_0726_V.JPG,DJI_20260602140613_0726_T.JPG,yes,yes,
0727,DJI_20260602140614_0727_V.JPG,DJI_20260602140614_0727_T.JPG,yes,yes,
0728,DJI_20260602140614_0728_V.JPG,DJI_20260602140614_0728_T.JPG,yes,yes,
0729,DJI_20260602140615_0729_V.JPG,DJI_20260602140615_0729_T.JPG,yes,yes,
0730,DJI_20260602140616_0730_V.JPG,DJI_20260602140616_0730_T.JPG,yes,yes,
0731,DJI_20260602140616_0731_V.JPG,DJI_20260602140616_0731_T.JPG,yes,yes,
0732,DJI_20260602140617_0732_V.JPG,DJI_20260602140617_0732_T.JPG,yes,yes,
0733,DJI_20260602140618_0733_V.JPG,DJI_20260602140618_0733_T.JPG,yes,yes,
0734,DJI_20260602140618_0734_V.JPG,DJI_20260602140619_0734_T.JPG,yes,yes,
0735,DJI_20260602140619_0735_V.JPG,DJI_20260602140619_0735_T.JPG,yes,yes,
0736,DJI_20260602140620_0736_V.JPG,DJI_20260602140620_0736_T.JPG,yes,yes,
0737,DJI_20260602140621_0737_V.JPG,DJI_20260602140621_0737_T.JPG,yes,yes,
0738,DJI_20260602140621_0738_V.JPG,DJI_20260602140621_0738_T.JPG,yes,yes,
